id,RestaurantName,SentimentLabels,ReviewRating,CorrectSentiment
77,Macy's,0,1,0
78,Macy's,0,1,0
79,Macy's,0,2,0
80,Macy's,0,3,0
81,Macy's,1,4,1
82,Macy's,0,2,0
83,Macy's,0,1,0
84,Macy's,0,1,0
85,Macy's,0,2,0
86,Macy's,0,3,0
87,Macy's,0,3,0
88,Macy's,0,2,0
89,Macy's,0,4,1
90,Macy's,1,5,1
91,Macy's,0,1,0
92,Macy's,1,4,1
93,Macy's,1,5,1
94,Macy's,0,2,0
95,Macy's,0,1,0
96,Macy's,0,2,0
97,Macy's,1,4,1
98,Macy's,1,4,1
99,Macy's,0,2,0
100,Macy's,1,4,1
101,Macy's,1,4,1
102,Macy's,0,3,0
103,Macy's,0,3,0
104,Macy's,0,3,0
105,Macy's,0,1,0
106,Macy's,1,4,1
107,Macy's,0,1,0
108,Macy's,0,3,0
109,Macy's,0,1,0
110,Macy's,1,5,1
111,Macy's,1,4,1
112,Macy's,1,4,1
113,Macy's,0,3,0
114,Macy's,1,5,1
115,Macy's,0,1,0
116,Macy's,0,3,0
117,Macy's,1,2,0
118,Macy's,0,2,0
119,Macy's,1,5,1
120,Macy's,1,5,1
121,Macy's,0,2,0
122,Macy's,0,2,0
123,Macy's,0,3,0
124,Macy's,0,5,1
125,Macy's,0,3,0
126,Macy's,0,3,0
127,Macy's,0,2,0
128,Macy's,0,3,0
129,Macy's,0,2,0
130,Macy's,0,2,0
131,Macy's,0,1,0
132,Macy's,0,1,0
133,Macy's,1,4,1
134,Macy's,1,4,1
135,Macy's,0,1,0
136,Macy's,1,5,1
137,Macy's,0,3,0
138,Macy's,0,2,0
139,Macy's,1,5,1
140,Macy's,0,1,0
141,Macy's,1,4,1
142,Macy's,1,5,1
143,Macy's,0,3,0
144,Macy's,0,3,0
145,Macy's,0,2,0
146,Macy's,0,3,0
147,Macy's,0,2,0
148,Macy's,0,3,0
149,Macy's,1,5,1
150,Macy's,1,4,1
151,Macy's,0,1,0
152,Macy's,1,4,1
153,Macy's,0,3,0
154,Macy's,0,3,0
155,Macy's,1,5,1
156,Macy's,1,4,1
157,Macy's,1,4,1
158,Macy's,0,2,0
159,Macy's,0,2,0
160,Macy's,0,3,0
161,Macy's,1,4,1
162,Macy's,0,1,0
163,Macy's,0,1,0
164,Macy's,1,4,1
165,Macy's,0,1,0
166,Macy's,0,2,0
167,Macy's,0,1,0
168,Macy's,1,5,1
169,Macy's,1,4,1
170,Reflections of Health Integrative Care Center,0,3,0
171,Reflections of Health Integrative Care Center,1,4,1
172,Reflections of Health Integrative Care Center,0,1,0
173,Reflections of Health Integrative Care Center,1,5,1
174,Reflections of Health Integrative Care Center,0,1,0
175,Reflections of Health Integrative Care Center,1,4,1
176,Reflections of Health Integrative Care Center,1,4,1
177,Reflections of Health Integrative Care Center,0,3,0
178,Golden Crown Jewelers,1,5,1
179,Rainbow Cone At the Park Grill Cafe,1,5,1
180,In & Out Moving & Storage,1,5,1
181,In & Out Moving & Storage,1,5,1
182,In & Out Moving & Storage,1,5,1
183,In & Out Moving & Storage,0,1,0
184,In & Out Moving & Storage,0,3,0
185,In & Out Moving & Storage,1,5,1
186,In & Out Moving & Storage,0,1,0
187,In & Out Moving & Storage,1,5,1
188,Paul Young Fine Jewelers,1,5,1
189,Paul Young Fine Jewelers,1,5,1
190,Paul Young Fine Jewelers,1,5,1
191,Paul Young Fine Jewelers,1,5,1
192,Paul Young Fine Jewelers,1,5,1
193,Paul Young Fine Jewelers,0,1,0
194,Nuts On Clark Union Station Inc,1,4,1
195,Nuts On Clark Union Station Inc,1,4,1
196,Nuts On Clark Union Station Inc,1,5,1
197,Nuts On Clark Union Station Inc,1,4,1
198,Nuts On Clark Union Station Inc,1,5,1
199,Nuts On Clark Union Station Inc,1,4,1
200,Roti Mediterranean Grill,0,3,0
201,Roti Mediterranean Grill,0,2,0
202,Roti Mediterranean Grill,1,4,1
203,Roti Mediterranean Grill,1,4,1
204,Roti Mediterranean Grill,1,4,1
205,Roti Mediterranean Grill,1,4,1
206,Roti Mediterranean Grill,0,3,0
207,Roti Mediterranean Grill,1,4,1
208,Roti Mediterranean Grill,1,4,1
209,Roti Mediterranean Grill,1,4,1
210,Roti Mediterranean Grill,1,4,1
211,Roti Mediterranean Grill,1,4,1
212,Roti Mediterranean Grill,1,4,1
213,Roti Mediterranean Grill,1,4,1
214,Roti Mediterranean Grill,1,5,1
215,Roti Mediterranean Grill,1,4,1
216,Roti Mediterranean Grill,0,3,0
217,Roti Mediterranean Grill,1,4,1
218,Roti Mediterranean Grill,1,4,1
219,Roti Mediterranean Grill,0,3,0
220,Roti Mediterranean Grill,1,4,1
221,Roti Mediterranean Grill,1,5,1
222,Roti Mediterranean Grill,1,5,1
223,Chipotle Mexican Grill,1,4,1
224,Chipotle Mexican Grill,0,3,0
225,Chipotle Mexican Grill,0,2,0
226,Chipotle Mexican Grill,1,4,1
227,Chipotle Mexican Grill,1,5,1
228,Chipotle Mexican Grill,1,4,1
229,Chipotle Mexican Grill,0,3,0
230,Chipotle Mexican Grill,0,2,0
231,All Tangled Up Salon and Spa,1,5,1
232,Caribou Coffee,0,3,0
233,Caribou Coffee,1,4,1
234,Caribou Coffee,1,4,1
235,Caribou Coffee,0,3,0
236,Caribou Coffee,1,4,1
237,Caribou Coffee,1,4,1
238,Caribou Coffee,1,4,1
239,Caribou Coffee,0,3,0
240,Caribou Coffee,0,3,0
241,Mei's Kitchen,0,2,0
242,Mei's Kitchen,0,2,0
243,Mei's Kitchen,0,1,0
244,Mei's Kitchen,0,1,0
245,Mei's Kitchen,0,2,0
246,Mei's Kitchen,0,2,0
247,Mei's Kitchen,0,1,0
248,Mei's Kitchen,0,3,0
249,Au Bon Pain,0,1,0
250,Au Bon Pain,1,4,1
251,Au Bon Pain,0,2,0
252,Au Bon Pain,1,4,1
253,Au Bon Pain,1,4,1
254,Au Bon Pain,0,2,0
255,Au Bon Pain,0,2,0
256,Corner Bakery Cafe,1,4,1
257,Corner Bakery Cafe,0,3,0
258,Corner Bakery Cafe,0,1,0
259,Allied Gem Appraisers,1,5,1
260,Fannie May Candies,1,4,1
261,Cajun Grill At Union Station,0,4,1
262,Einstein Bros Bagels,0,3,0
263,Einstein Bros Bagels,0,2,0
264,Daspin & Aument Llp,1,5,1
265,CBS 2 Chicago,0,1,0
266,CBS 2 Chicago,0,1,0
267,CBS 2 Chicago,1,5,1
268,Spex,1,5,1
269,Spex,0,3,0
270,Spex,1,4,1
271,Spex,1,5,1
272,Spex,1,5,1
273,Spex,1,4,1
274,Bella Bronze Tan & Body Spa,1,5,1
275,Bella Bronze Tan & Body Spa,1,4,1
276,Bella Bronze Tan & Body Spa,1,5,1
277,Bella Bronze Tan & Body Spa,1,5,1
278,Bella Bronze Tan & Body Spa,1,5,1
279,Bella Bronze Tan & Body Spa,1,5,1
280,Bella Bronze Tan & Body Spa,1,4,1
281,Bella Bronze Tan & Body Spa,1,5,1
282,Bella Bronze Tan & Body Spa,1,5,1
283,Bella Bronze Tan & Body Spa,0,5,1
284,Bella Bronze Tan & Body Spa,1,5,1
285,Bella Bronze Tan & Body Spa,1,5,1
286,Seattle's Best Coffee,1,4,1
287,Walgreens,0,1,0
288,Walgreens,0,1,0
289,Walgreens,0,1,0
290,IPO,1,4,1
291,IPO,1,4,1
292,IPO,0,2,0
293,IPO,0,2,0
294,IPO,0,2,0
295,IPO,1,4,1
296,IPO,0,3,0
297,IPO,1,5,1
298,Beard Papa's Cream Puffs,1,5,1
299,Beard Papa's Cream Puffs,1,4,1
300,Beard Papa's Cream Puffs,0,3,0
301,Beard Papa's Cream Puffs,1,5,1
302,Beard Papa's Cream Puffs,1,5,1
303,Beard Papa's Cream Puffs,1,4,1
304,Beard Papa's Cream Puffs,1,4,1
305,Beard Papa's Cream Puffs,0,3,0
306,Beard Papa's Cream Puffs,1,4,1
307,Beard Papa's Cream Puffs,1,5,1
308,Beard Papa's Cream Puffs,1,4,1
309,Beard Papa's Cream Puffs,1,4,1
310,Beard Papa's Cream Puffs,1,4,1
311,Beard Papa's Cream Puffs,1,5,1
312,Beard Papa's Cream Puffs,1,4,1
313,Beard Papa's Cream Puffs,1,5,1
314,Beard Papa's Cream Puffs,1,4,1
315,Beard Papa's Cream Puffs,1,4,1
316,Beard Papa's Cream Puffs,0,4,1
317,Beard Papa's Cream Puffs,1,4,1
318,Beard Papa's Cream Puffs,1,4,1
319,Beard Papa's Cream Puffs,1,4,1
320,Beard Papa's Cream Puffs,1,4,1
321,Beard Papa's Cream Puffs,1,4,1
322,Beard Papa's Cream Puffs,1,5,1
323,Beard Papa's Cream Puffs,1,5,1
324,Beard Papa's Cream Puffs,1,4,1
325,Beard Papa's Cream Puffs,1,5,1
326,Beard Papa's Cream Puffs,1,4,1
327,Beard Papa's Cream Puffs,1,4,1
328,Beard Papa's Cream Puffs,1,5,1
329,Beard Papa's Cream Puffs,1,4,1
330,Beard Papa's Cream Puffs,1,5,1
331,Beard Papa's Cream Puffs,1,4,1
332,Beard Papa's Cream Puffs,1,4,1
333,Beard Papa's Cream Puffs,1,5,1
334,Beard Papa's Cream Puffs,1,3,0
335,Beard Papa's Cream Puffs,1,4,1
336,Beard Papa's Cream Puffs,1,5,1
337,Beard Papa's Cream Puffs,1,5,1
338,Beard Papa's Cream Puffs,1,5,1
339,Beard Papa's Cream Puffs,1,5,1
340,Beard Papa's Cream Puffs,1,4,1
341,Beard Papa's Cream Puffs,1,4,1
342,Beard Papa's Cream Puffs,1,5,1
343,Beard Papa's Cream Puffs,1,5,1
344,Beard Papa's Cream Puffs,1,4,1
345,Beard Papa's Cream Puffs,1,5,1
346,Beard Papa's Cream Puffs,1,4,1
347,Beard Papa's Cream Puffs,1,4,1
348,Beard Papa's Cream Puffs,1,4,1
349,Beard Papa's Cream Puffs,0,3,0
350,Beard Papa's Cream Puffs,1,2,0
351,Beard Papa's Cream Puffs,1,5,1
352,Beard Papa's Cream Puffs,1,5,1
353,Beard Papa's Cream Puffs,1,4,1
354,Beard Papa's Cream Puffs,0,3,0
355,Beard Papa's Cream Puffs,1,5,1
356,Beard Papa's Cream Puffs,1,4,1
357,Beard Papa's Cream Puffs,1,5,1
358,Beard Papa's Cream Puffs,1,4,1
359,Beard Papa's Cream Puffs,1,3,0
360,Beard Papa's Cream Puffs,1,4,1
361,Beard Papa's Cream Puffs,0,2,0
362,Beard Papa's Cream Puffs,1,5,1
363,Beard Papa's Cream Puffs,1,4,1
364,Beard Papa's Cream Puffs,1,5,1
365,Beard Papa's Cream Puffs,1,5,1
366,Beard Papa's Cream Puffs,1,4,1
367,Beard Papa's Cream Puffs,1,4,1
368,Beard Papa's Cream Puffs,1,5,1
369,Beard Papa's Cream Puffs,1,4,1
370,Beard Papa's Cream Puffs,1,3,0
371,Beard Papa's Cream Puffs,1,4,1
372,Beard Papa's Cream Puffs,1,5,1
373,Beard Papa's Cream Puffs,1,5,1
374,Beard Papa's Cream Puffs,1,5,1
375,Beard Papa's Cream Puffs,0,3,0
376,Beard Papa's Cream Puffs,1,5,1
377,Beard Papa's Cream Puffs,1,5,1
378,Beard Papa's Cream Puffs,1,4,1
379,Beard Papa's Cream Puffs,1,5,1
380,Beard Papa's Cream Puffs,1,5,1
381,Beard Papa's Cream Puffs,1,5,1
382,Beard Papa's Cream Puffs,1,5,1
383,Beard Papa's Cream Puffs,0,3,0
384,Beard Papa's Cream Puffs,0,3,0
385,Beard Papa's Cream Puffs,1,5,1
386,Beard Papa's Cream Puffs,1,5,1
387,Beard Papa's Cream Puffs,1,5,1
388,Beard Papa's Cream Puffs,1,5,1
389,Beard Papa's Cream Puffs,1,4,1
390,Beard Papa's Cream Puffs,1,4,1
391,Beard Papa's Cream Puffs,1,4,1
392,Beard Papa's Cream Puffs,1,5,1
393,Beard Papa's Cream Puffs,1,4,1
394,A' Cappella Bistro,0,3,0
395,A' Cappella Bistro,0,1,0
396,A' Cappella Bistro,0,1,0
397,A' Cappella Bistro,0,1,0
398,A' Cappella Bistro,0,1,0
399,A' Cappella Bistro,1,4,1
400,A' Cappella Bistro,0,1,0
401,Bar Millennium,1,5,1
402,Bar Millennium,1,5,1
403,Twelfth Street Beach,0,3,0
404,Twelfth Street Beach,1,4,1
405,Twelfth Street Beach,1,4,1
406,Tesori,0,1,0
407,Tesori,1,5,1
408,Sarah's Pastries and Candies,0,1,0
409,Sarah's Pastries and Candies,1,4,1
410,Sarah's Pastries and Candies,0,2,0
411,Sarah's Pastries and Candies,1,5,1
412,Sarah's Pastries and Candies,0,3,0
413,Sarah's Pastries and Candies,0,3,0
414,Sarah's Pastries and Candies,0,1,0
415,Sarah's Pastries and Candies,0,3,0
416,Baldwin Kathleen Cooper MD,1,5,1
417,Passportvisaexpress.com,1,5,1
418,McCormick Bridgehouse and Chicago River Museum,1,5,1
419,McCormick Bridgehouse and Chicago River Museum,1,4,1
420,McCormick Bridgehouse and Chicago River Museum,0,3,0
421,Chicago Architecture Foundation,1,5,1
422,Chicago Architecture Foundation,1,5,1
423,Chicago Architecture Foundation,1,5,1
424,Chicago Architecture Foundation,1,5,1
425,Chicago Architecture Foundation,1,5,1
426,Chicago Architecture Foundation,1,5,1
427,Chicago Architecture Foundation,1,5,1
428,Chicago Architecture Foundation,1,5,1
429,Chicago Architecture Foundation,1,3,0
430,Chicago Architecture Foundation,1,4,1
431,Chicago Architecture Foundation,1,5,1
432,Chicago Architecture Foundation,1,4,1
433,Chicago Architecture Foundation,1,4,1
434,Chicago Architecture Foundation,1,5,1
435,Chicago Architecture Foundation,1,5,1
436,Chicago Architecture Foundation,1,5,1
437,Chicago Architecture Foundation,1,5,1
438,Chicago Architecture Foundation,1,5,1
439,Chicago Architecture Foundation,1,5,1
440,Chicago Architecture Foundation,1,5,1
441,Chicago Architecture Foundation,1,4,1
442,Chicago Architecture Foundation,1,5,1
443,Chicago Architecture Foundation,1,5,1
444,Chicago Architecture Foundation,1,5,1
445,Chicago Architecture Foundation,1,5,1
446,Chicago Architecture Foundation,1,5,1
447,Chicago Architecture Foundation,1,4,1
448,Chicago Architecture Foundation,1,5,1
449,Kozy's Cyclery,0,1,0
450,Sunglass Hut Intl,1,4,1
451,Sunglass Hut Intl,1,4,1
452,Tantrum,0,3,0
453,Tantrum,1,4,1
454,Tantrum,0,3,0
455,Tantrum,0,3,0
456,Tantrum,0,3,0
457,Tantrum,0,3,0
458,Tantrum,1,4,1
459,Tantrum,1,4,1
460,Tantrum,0,3,0
461,Tantrum,1,4,1
462,Tantrum,0,2,0
463,Tantrum,1,4,1
464,Tantrum,0,4,1
465,Tantrum,1,3,0
466,Tantrum,0,3,0
467,Chicago Blues Festival,0,3,0
468,Chicago Blues Festival,1,5,1
469,Ashley Stewart,0,2,0
470,Sopraffina,0,2,0
471,Sopraffina,1,4,1
472,Sopraffina,0,2,0
473,Sopraffina,1,4,1
474,Sopraffina,0,3,0
475,Sopraffina,1,4,1
476,Sopraffina,1,5,1
477,Sopraffina,1,4,1
478,Sopraffina,1,4,1
479,Sopraffina,1,4,1
480,Yelptoberfest Elite Event @ The Berghoff,1,5,1
481,Yelptoberfest Elite Event @ The Berghoff,1,5,1
482,Yelptoberfest Elite Event @ The Berghoff,1,5,1
483,Yelptoberfest Elite Event @ The Berghoff,1,5,1
484,Yelptoberfest Elite Event @ The Berghoff,1,5,1
485,Yelptoberfest Elite Event @ The Berghoff,1,5,1
486,Yelptoberfest Elite Event @ The Berghoff,1,5,1
487,Yelptoberfest Elite Event @ The Berghoff,1,5,1
488,Yelptoberfest Elite Event @ The Berghoff,1,5,1
489,Yelptoberfest Elite Event @ The Berghoff,1,5,1
490,Yelptoberfest Elite Event @ The Berghoff,1,5,1
491,Yelptoberfest Elite Event @ The Berghoff,1,5,1
492,Yelptoberfest Elite Event @ The Berghoff,1,4,1
493,Harold Washington College,0,3,0
494,Harold Washington College,1,4,1
495,Harold Washington College,0,1,0
496,Harold Washington College,1,4,1
497,Harold Washington College,0,2,0
498,Harold Washington College,1,4,1
499,Harold Washington College,0,1,0
500,Dunkin' Donuts,0,1,0
501,Hackney's Printers' Row,1,4,1
502,Hackney's Printers' Row,1,4,1
503,Hackney's Printers' Row,1,4,1
504,Hackney's Printers' Row,0,3,0
505,Hackney's Printers' Row,1,4,1
506,Hackney's Printers' Row,1,5,1
507,Hackney's Printers' Row,0,2,0
508,Hackney's Printers' Row,1,4,1
509,Hackney's Printers' Row,1,4,1
510,Hackney's Printers' Row,1,4,1
511,Hackney's Printers' Row,0,2,0
512,Hackney's Printers' Row,0,3,0
513,Hackney's Printers' Row,0,1,0
514,Hackney's Printers' Row,0,3,0
515,Hackney's Printers' Row,1,3,0
516,Hackney's Printers' Row,0,2,0
517,Hackney's Printers' Row,1,4,1
518,Hackney's Printers' Row,1,4,1
519,Hackney's Printers' Row,0,2,0
520,Hackney's Printers' Row,1,5,1
521,Hackney's Printers' Row,0,4,1
522,Hackney's Printers' Row,1,4,1
523,Hackney's Printers' Row,1,4,1
524,Hackney's Printers' Row,1,5,1
525,Hackney's Printers' Row,1,4,1
526,Hackney's Printers' Row,1,4,1
527,Hackney's Printers' Row,1,4,1
528,Hackney's Printers' Row,0,3,0
529,Hackney's Printers' Row,1,5,1
530,Hackney's Printers' Row,1,4,1
531,Hackney's Printers' Row,1,5,1
532,Hackney's Printers' Row,1,4,1
533,Hackney's Printers' Row,0,3,0
534,Hackney's Printers' Row,0,3,0
535,Hackney's Printers' Row,0,2,0
536,Hackney's Printers' Row,1,4,1
537,Hackney's Printers' Row,1,5,1
538,Hackney's Printers' Row,0,3,0
539,Hackney's Printers' Row,0,3,0
540,Hackney's Printers' Row,0,3,0
541,Hackney's Printers' Row,1,5,1
542,Hackney's Printers' Row,1,5,1
543,Hackney's Printers' Row,1,5,1
544,Hackney's Printers' Row,1,4,1
545,Hackney's Printers' Row,1,5,1
546,Hackney's Printers' Row,1,4,1
547,Hackney's Printers' Row,0,3,0
548,Hackney's Printers' Row,1,4,1
549,Hackney's Printers' Row,1,5,1
550,Hackney's Printers' Row,1,4,1
551,Hackney's Printers' Row,0,1,0
552,Hackney's Printers' Row,0,2,0
553,Hackney's Printers' Row,1,3,0
554,Hackney's Printers' Row,1,4,1
555,Hackney's Printers' Row,1,5,1
556,Hackney's Printers' Row,1,5,1
557,Hackney's Printers' Row,0,2,0
558,Hackney's Printers' Row,1,4,1
559,Hackney's Printers' Row,1,4,1
560,Hackney's Printers' Row,1,4,1
561,Hackney's Printers' Row,1,5,1
562,Hackney's Printers' Row,0,2,0
563,Hackney's Printers' Row,0,3,0
564,Hackney's Printers' Row,0,3,0
565,Hackney's Printers' Row,0,1,0
566,Hackney's Printers' Row,1,4,1
567,Hackney's Printers' Row,0,2,0
568,Hackney's Printers' Row,0,2,0
569,Hackney's Printers' Row,1,5,1
570,Hackney's Printers' Row,1,4,1
571,Hackney's Printers' Row,1,5,1
572,Hackney's Printers' Row,0,1,0
573,Hackney's Printers' Row,1,4,1
574,Hackney's Printers' Row,1,4,1
575,Hackney's Printers' Row,0,4,1
576,Hackney's Printers' Row,1,4,1
577,Hackney's Printers' Row,0,2,0
578,Hackney's Printers' Row,1,4,1
579,Hackney's Printers' Row,1,4,1
580,Hackney's Printers' Row,1,5,1
581,Hackney's Printers' Row,1,4,1
582,Hackney's Printers' Row,1,4,1
583,Hackney's Printers' Row,1,4,1
584,Hackney's Printers' Row,1,4,1
585,Hackney's Printers' Row,0,3,0
586,Hackney's Printers' Row,1,4,1
587,Hackney's Printers' Row,1,4,1
588,Hackney's Printers' Row,1,4,1
589,Glass Curtain Gallery,1,5,1
590,"Kaplan & Sklar, DDS",1,5,1
591,"Kaplan & Sklar, DDS",0,1,0
592,"Kaplan & Sklar, DDS",1,4,1
593,"Kaplan & Sklar, DDS",0,1,0
594,Off-Track Betting-Otb,1,5,1
595,The Original Rainbow Cone,1,4,1
596,The Original Rainbow Cone,0,1,0
597,The Original Rainbow Cone,1,4,1
598,The Original Rainbow Cone,1,5,1
599,The Original Rainbow Cone,1,4,1
600,Brandos,1,5,1
601,Brandos,0,3,0
602,Brandos,0,4,1
603,Brandos,0,3,0
604,Brandos,1,4,1
605,Brandos,0,3,0
606,Brandos,0,3,0
607,Brandos,1,5,1
608,Brandos,0,2,0
609,Brandos,1,4,1
610,Brandos,0,3,0
611,Brandos,0,3,0
612,Brandos,1,4,1
613,Brandos,1,4,1
614,Brandos,1,4,1
615,Brandos,1,4,1
616,Brandos,1,4,1
617,Brandos,0,3,0
618,Brandos,1,4,1
619,Brandos,1,4,1
620,Brandos,1,5,1
621,Brandos,1,5,1
622,Brandos,1,5,1
623,Brandos,1,5,1
624,Brandos,1,5,1
625,Brandos,1,4,1
626,Brandos,1,5,1
627,Brandos,1,5,1
628,Brandos,1,5,1
629,Brandos,0,2,0
630,Brandos,1,4,1
631,Brandos,1,5,1
632,Brandos,1,4,1
633,Patty Burger,1,4,1
634,Patty Burger,1,4,1
635,Patty Burger,0,2,0
636,Patty Burger,0,3,0
637,Patty Burger,0,2,0
638,Patty Burger,0,2,0
639,Patty Burger,0,3,0
640,Patty Burger,1,4,1
641,Patty Burger,0,3,0
642,Patty Burger,0,2,0
643,Patty Burger,1,4,1
644,Patty Burger,0,1,0
645,Patty Burger,0,2,0
646,Patty Burger,0,4,1
647,Patty Burger,1,4,1
648,Custom House Tavern,1,5,1
649,Custom House Tavern,0,3,0
650,Custom House Tavern,1,4,1
651,Custom House Tavern,0,3,0
652,Custom House Tavern,1,5,1
653,Custom House Tavern,1,4,1
654,Custom House Tavern,0,3,0
655,Custom House Tavern,1,4,1
656,Custom House Tavern,1,4,1
657,Custom House Tavern,1,5,1
658,Custom House Tavern,1,4,1
659,Custom House Tavern,0,3,0
660,Custom House Tavern,1,4,1
661,Custom House Tavern,1,4,1
662,Custom House Tavern,0,3,0
663,Custom House Tavern,1,4,1
664,Custom House Tavern,1,4,1
665,Custom House Tavern,1,4,1
666,Custom House Tavern,0,3,0
667,Custom House Tavern,1,4,1
668,Custom House Tavern,1,5,1
669,Custom House Tavern,1,5,1
670,Custom House Tavern,1,5,1
671,Custom House Tavern,0,3,0
672,Custom House Tavern,1,4,1
673,Custom House Tavern,1,4,1
674,Custom House Tavern,1,4,1
675,Custom House Tavern,1,5,1
676,Custom House Tavern,1,4,1
677,Custom House Tavern,1,4,1
678,Custom House Tavern,1,4,1
679,Custom House Tavern,1,4,1
680,Custom House Tavern,1,4,1
681,Custom House Tavern,1,5,1
682,Custom House Tavern,1,4,1
683,Custom House Tavern,1,4,1
684,Custom House Tavern,0,2,0
685,Custom House Tavern,1,4,1
686,Custom House Tavern,1,5,1
687,Custom House Tavern,1,4,1
688,Custom House Tavern,1,4,1
689,Custom House Tavern,0,1,0
690,Custom House Tavern,1,5,1
691,Custom House Tavern,0,3,0
692,Custom House Tavern,0,3,0
693,Custom House Tavern,0,3,0
694,Custom House Tavern,1,5,1
695,Custom House Tavern,1,5,1
696,Custom House Tavern,1,5,1
697,Custom House Tavern,1,5,1
698,Custom House Tavern,1,5,1
699,Custom House Tavern,1,5,1
700,Custom House Tavern,1,5,1
701,Custom House Tavern,0,3,0
702,Custom House Tavern,1,4,1
703,Custom House Tavern,1,4,1
704,Custom House Tavern,1,5,1
705,Custom House Tavern,1,4,1
706,Custom House Tavern,1,5,1
707,Custom House Tavern,1,5,1
708,Custom House Tavern,1,4,1
709,Custom House Tavern,0,1,0
710,Custom House Tavern,1,4,1
711,Custom House Tavern,1,5,1
712,Custom House Tavern,1,5,1
713,Custom House Tavern,1,4,1
714,Custom House Tavern,1,5,1
715,Custom House Tavern,1,4,1
716,Custom House Tavern,1,4,1
717,Custom House Tavern,1,5,1
718,Custom House Tavern,1,4,1
719,Custom House Tavern,1,5,1
720,Custom House Tavern,1,5,1
721,Custom House Tavern,1,4,1
722,Custom House Tavern,0,3,0
723,Custom House Tavern,1,5,1
724,Custom House Tavern,0,3,0
725,Custom House Tavern,1,5,1
726,Custom House Tavern,1,5,1
727,Custom House Tavern,1,4,1
728,NYC Bagel Deli,1,4,1
729,NYC Bagel Deli,1,5,1
730,NYC Bagel Deli,0,2,0
731,NYC Bagel Deli,0,1,0
732,NYC Bagel Deli,1,4,1
733,NYC Bagel Deli,1,5,1
734,NYC Bagel Deli,1,5,1
735,NYC Bagel Deli,1,4,1
736,NYC Bagel Deli,0,2,0
737,NYC Bagel Deli,1,4,1
738,NYC Bagel Deli,1,4,1
739,NYC Bagel Deli,1,5,1
740,NYC Bagel Deli,1,4,1
741,NYC Bagel Deli,1,5,1
742,NYC Bagel Deli,1,5,1
743,NYC Bagel Deli,1,4,1
744,NYC Bagel Deli,1,4,1
745,NYC Bagel Deli,1,5,1
746,NYC Bagel Deli,1,4,1
747,NYC Bagel Deli,1,4,1
748,NYC Bagel Deli,1,4,1
749,NYC Bagel Deli,1,4,1
750,NYC Bagel Deli,1,5,1
751,NYC Bagel Deli,1,5,1
752,NYC Bagel Deli,1,4,1
753,NYC Bagel Deli,1,5,1
754,NYC Bagel Deli,0,3,0
755,Au Bon Pain,0,2,0
756,Au Bon Pain,1,4,1
757,Au Bon Pain,0,1,0
758,CVS,0,2,0
759,Spa Cafe,0,2,0
